   128/299     6.11G    0.0178  0.006866         0   0.02467        12       480    0.9974    0.9817    0.9947    0.8764   0.01275  0.002838         0
   129/299     6.11G   0.01782  0.006888         0   0.02471        12       480    0.9973    0.9818    0.9947    0.8767   0.01274  0.002834         0
   130/299     6.11G   0.01791  0.006876         0   0.02479        12       480    0.9973    0.9818    0.9947    0.8768   0.01272  0.002831         0
   131/299     6.11G   0.01791  0.006836         0   0.02474        14       480    0.9973    0.9818    0.9947    0.8769    0.0127  0.002826         0
   132/299     6.11G   0.01788  0.006887         0   0.02476        14       480    0.9973    0.9818    0.9947    0.8772   0.01268   0.00282         0
   133/299     6.11G   0.01788  0.006808         0   0.02469        12       480    0.9973    0.9818    0.9948    0.8773   0.01266  0.002815         0
   134/299     6.11G   0.01786  0.006826         0   0.02469         9       480    0.9974    0.9817    0.9948    0.8773   0.01263  0.002811         0
   135/299     6.11G   0.01761  0.006758         0   0.02437         6       480    0.9974    0.9817    0.9948    0.8765   0.01262  0.002807         0
   136/299     6.11G   0.01778   0.00686         0   0.02464         9       480    0.9974    0.9818    0.9948    0.8775   0.01259  0.002803         0
   137/299     6.11G   0.01776  0.006726         0   0.02449        12       480    0.9973    0.9818    0.9948    0.8775   0.01256  0.002799         0
   138/299     6.11G   0.01765  0.006817         0   0.02446        10       480    0.9974    0.9818    0.9948    0.8776   0.01254  0.002794         0
   139/299     6.11G   0.01759  0.006844         0   0.02443        10       480    0.9973    0.9818    0.9948    0.8776   0.01252   0.00279         0
   140/299     6.11G   0.01751    0.0067         0   0.02421         7       480    0.9947    0.9843    0.9948    0.8776    0.0125  0.002785         0
   141/299     6.11G   0.01751   0.00672         0   0.02423        12       480    0.9947    0.9844    0.9948    0.8778   0.01248  0.002781         0
   142/299     6.11G    0.0175  0.006722         0   0.02422        14       480    0.9973    0.9818    0.9948    0.8788   0.01245  0.002775         0
   143/299     6.11G   0.01738  0.006705         0   0.02409        13       480    0.9947    0.9844    0.9948    0.8792   0.01243  0.002771         0
   144/299     6.11G   0.01726  0.006641         0    0.0239        11       480    0.9947    0.9843    0.9948    0.8796    0.0124  0.002766         0
   145/299     6.11G   0.01736  0.006654         0   0.02401         9       480    0.9947    0.9844    0.9949    0.8797   0.01238  0.002761         0
   146/299     6.11G   0.01739  0.006689         0   0.02408        15       480    0.9896    0.9896    0.9949    0.8797   0.01237  0.002755         0
   147/299     6.11G   0.01734  0.006619         0   0.02396        13       480     0.987    0.9922    0.9949    0.8807   0.01235  0.002749         0
   148/299     6.11G   0.01703   0.00657         0    0.0236        12       480     0.987    0.9922    0.9949    0.8808   0.01233  0.002744         0
   149/299     6.11G   0.01716  0.006666         0   0.02383         7       480     0.987    0.9921    0.9949    0.8811   0.01231  0.002739         0
   150/299     6.11G   0.01714  0.006586         0   0.02373        14       480    0.9845    0.9948    0.9949    0.8811   0.01228  0.002733         0
   151/299     6.11G   0.01701  0.006613         0   0.02363        12       480    0.9845    0.9948     0.995    0.8814   0.01226  0.002728         0
   152/299     6.11G    0.0171  0.006538         0   0.02364        13       480    0.9871    0.9948     0.995    0.8824   0.01223  0.002722         0
   153/299     6.11G   0.01697  0.006522         0   0.02349         9       480    0.9871    0.9948     0.995    0.8819    0.0122  0.002717         0
   154/299     6.11G   0.01698  0.006518         0   0.02349        17       480    0.9871    0.9948     0.995    0.8819   0.01217  0.002713         0
   155/299     6.11G   0.01677  0.006499         0   0.02327         7       480    0.9896    0.9948     0.995    0.8819   0.01215  0.002708         0
   156/299     6.11G   0.01684  0.006432         0   0.02327        12       480    0.9896    0.9948     0.995    0.8832   0.01212  0.002703         0
   157/299     6.11G   0.01695  0.006502         0   0.02346         8       480    0.9896    0.9948     0.995    0.8836    0.0121  0.002698         0
   158/299     6.11G   0.01697  0.006512         0   0.02348        10       480    0.9896    0.9948     0.995    0.8837   0.01208  0.002694         0
   159/299     6.11G   0.01674  0.006417         0   0.02316         6       480    0.9896    0.9948     0.995    0.8842   0.01205  0.002689         0
   160/299     6.11G   0.01669  0.006476         0   0.02317        13       480    0.9896    0.9948     0.995    0.8844   0.01203  0.002685         0
   161/299     6.11G   0.01672  0.006424         0   0.02314        13       480    0.9896    0.9948     0.995    0.8851   0.01201  0.002681         0
   162/299     6.11G   0.01683  0.006453         0   0.02328        16       480    0.9896    0.9948    0.9951    0.8849   0.01199  0.002677         0
